metric_id,trial 1,trial 2,trial 3
ISO_BM_REL_FORCE_PEAK_Trial_N/kg,27.172511266239987,31.4677002334997,34.60487256742959
PEAK_VERTICAL_FORCE_Trial_N,2581.1168451801364,2989.1168451801364,3287.1168451801364
